key,T,C,A,CIEP
1,ma,ma(rces),,11603
1,aeu,,,11624
1,veini,,,11625
1,miatriucs,,,11647
1,,tani,,11667
1,cxa,,,11676
1,------ulesuv------,,,11711
1,,aviles,,11772
1,,pultucesi,,11790
1,np,,,11794
1B,,p(uplie),mr-puplie,11797
1C,,p(uplies),mr-puplies,11797
1,,spurinas,,11803
3,ii,,the-son,11805
1,,cu(na),,11825
1,nl,,,11832
1,alpiuial,,,11872
1,titl,,,11884
1,fx,f(astia),mr-fastia,11909
1A,,p(uples),mr-puples,11917
2,stasurcnas,,,11919
1,muna,,,11922
1,ir,,,11927
1A,,p(uple),mr-puple,11956
4,oo,,the-son,11971
1,artmsl,artms(ia)l,,11977
1,venelu,,,11978
1,,v(el) e(cnatnas),,11986
1A,racventu,,,11989
1,lariza,,,11993
1,ek--a,ekra,,11994
1,,ekra,,11995
1,,ekre,,11996
1,arz,,,11999
1,ichulul,,,12022
1,faspnas,,,12023
1A,faspnas,faspnas,of-mrfaspna,12031
1,faspinas,,,12033
1,--aspnas,faspnas,,12038
1,----------as,faspnas,,12039
1,,faspnas,,12053
1A,,faspnas,of-mrfaspna,12056
1,------pnas,faspnas,,12078
1,miarntha,,,12090
1,minate,,imr-nates,12093
1,iantia,,,12094
1,nacemeuruithalthilepithalichememes,,asims-uruithiswineladleof-me,12097
2,namertansinamulu,,touching-be-not thismr-sinaas-anoffering,12097
2,--enels,venel(u)s,,12099
1,pavises,,,12118
2,pitamnuale r,pithamnuale,by-mr-pithamnu,12120
1B,pa,,grandfathers,12123
1,--rthreis,,,12127
1,essescharzal,,,12140
2,,escharz(i)al,,12140
1,,chethas{}a,,12145
1,,t--u--cn--ni--------v,t--u--cn--ni--------v,12146
2,------------------apiia--us,------------------apiia--us,,12146
1,savuitis,,,12147
2,velsenalthi,velsenalthi,,12155
2,rkemulvaniketursikina,,,12176
1,----i--nu,,,12180
2,------i--------a,,,12180
1,mifaltus,,,12181
1,,n(umeries),,12183
1A,usela,,mr-usela,12197
1,------thnerc------,,,12198
1,m--lithunasplecus,,,12203
2,,mi lithuna,,12203
1,thavlra,,,12206
1A,artesta,,mr-artesta,12210
1,,velthur(i)al,,12223
1B,titethve----------------,,,12231
1,,scurnai sethras,ms-scurnaimr-sethraetruscas,12232
1,tna,t(a)na,,12239
1,iexupk,,,12241
1,tetvmvs,tetvmvs,mr-tetumus,12242
3,rugiaua,ru{g}<c>ia{u}<v>a,mr-ruciava,12242
4,sasaris,sasari(e)s,mr-sixs-son,12242
5,tomezecuai,,his-motherwasmrs-cuai,12242
6,obauzanatina,,his-grandfatherwasmr-natina,12242
1,------xisl------,------chnix------,------chnix------,12251
1,--chmemnun,,,12256
4,,sethus,,12257
12,,t{o}u{}ruce,,12266
22,,turuce,did-give,12266
23,,ramti,ms-ramti,12266
2B,,(scaritha)r ti (zinace),,12269
1,arfthial,,,12274
1,ziici,ciiithiiis,ms-ziici,12279
1,sinth--es,,mr-sinthies,12281
2,me,m{e}<i>,,12281
1,,puplies,,12291
1,veluthrasi,veluthrasi,for-mr-velthur,12304
2,nmlach,mlach,,12304
1A,,purtheun,porthaon,12307
1B,,melacre,meleager,12307
1A,meliacre,,meliager,12311
1B,atlenta,,,12311
1,,v(e)l(ia) tretin(i)al,,12312
1,serturu,,,12313
4,,a<i>s{i}ur,,12319
1,,ta,,12322
1A,arthes,,,12325
1B,selacr,,meleager,12325
1,,uuu,,12326
1,uuu,,mr-uchuurte,12327
1,malavisch,,,12335
4,zatne--al,zatneial,,12336
1,vipea,,,12338
1D,iz--,,,12350
2,,thun vertunce,,12350
2,tainal,,,12352
1,,celtalv(i)a(i)l,mr-larthaniemr-larthsmrs-celtalviais,12354
2,,celtalv(i)a(i)l,,12354
1,iunaslipiuskunpiain,,goyoupailmr-uchuskunpiato,12355
1B,,z(ilc),the-headman,12358
1,,pulfna,,12364
1,mi----------urpaithinace----------------------uv------ce,velthur paithina,,12381
1A,erzkelarthvpe,,triumphed-didmr-larthvipe,12383
1C,fermchrathmi,,mr-fermchrathi,12383
3,,v(e)le,,12384
1,,larthi arnth(us),,12388
1,-----------------------------ea,,,12396
2,plavties,plavties,mr-plavties,12397
2L,a ------firumina------,,a------firuminaand------,12404
4L,b ------imarunu------,,bgeneralof-the-body-of-,12404
6L,------nimaavil------,l(ar)th,,12404
1,armn--,armni,,12406
1A,,a(rmni),ms-armni,12407
1,armni,,,12408
1,,a(r)m(n)i,,12411
1,----rthaltite--,,,12412
1,------vur------,,,12413
1,------al,ramth(i)al,,12414
1,chur,chur(chles),,12416
1,vr,,,12418
1,,feisalna,,12423
1,-------------------------astravilan----,milarthetruscastravilanas,,12424
2,,etr(usca),,12425
2,,e(truscas),,12426
1,----------thazas------,,of-mr-little-larthetruscaourheadman,12429
2,,ramthas eferavas,of-mr-ramthacommanderofmercenaries,12429
3,,arnthial zichial,of-mrs-arnthiscriberoyal,12429
1,,ramathas pesiassch,mr-ramathapesias-familyfoundedhereat-thecemetery,12430
3,larisarmas----nasputusazich,,mr-laris-and-mr-larismasarnaspitshome,12430
4,ipave--iinaisiuthricelaricesi,ipavesi in aisiuthrice,for-usfordid-send-on-their-wayas-deified-dwellers-belowto-,12430
5,zuchuna,,,12430
2,sesipeiarce,,tarasedid-spill-a-libation-ofwine,12431
1,pusivenainas,,ms-pusimr-venainas,12435
1,naie,,,12436
1,l------ia--a--i,,mr-larthiasmrs-caeis,12441
2,larispeiana,,,12441
2,na,,,12442
2,vinel,,,12443
1,ta--ai,,,12444
2,----csne,arcsne,,12444
3,----aspe,,,12444
1,,u(chu),,12450
2A,,ch(ae) ch(ae) ch(ae) ch(ae) ch(ae) ch(ae),mr-chaemr-chaemr-chaemr-chaemr-chaemr-chae,12453
1,ac,ac(natna),,12462
1,m--------------l,milarthial,,12465
1,atiies,,,12469
1,pumpun,pumpun(as),of-mr-pumpuna,12470
2,larthal,larth(i)al,mrs-larthis,12470
1,avlnas,av(e)lnas,,12471
1A,menerea,mener{e}<v>a,thegoddessminerva,12473
1B,ferce,,,12474
1,munie,,,12481
1,--------------opqrstv--------,,,12483
1,,crucrin(i)al,,12489
1A,ce,ce(sinia),mr-cesinia,12492
1B,,p(etrie),,12492
1,,sacnisa,,12503
1,ap,ap(u),mr-apu,12513
1,kurves,,,12517
2,ma<t>nie,,,12519
1,emenpekape----nuner,,,12522
1,pasu,,,12526
1,ur,,,12533
2,nuzlanu,nuzlanu(s),,12539
1,,spazuai,a-little-plate,12542
2,spazuai,spazuai,,12542
1,,fulnei(al) rafanesa,,12547
1,minil--uchuafiepaithin--smuluvan------mlaka----,,,12551
1,,a(vl)e(s),,12560
2,,prechus,of-mr-aulefulchiemr-prechus,12571
1,ecamutna,,seethe-sarcophagus,12572
2,,ravzus,,12572
1,,lucinas cvethna,,12578
1,mifu------,,,12580
1A,achmemurun,,agamemnon,12593
1A,nii,nii,,12594
1,niamifiriminai,,,12596
1,------siachavi------,,to-the-angels-of-the-afterlifetothe-divine-lovesdid-give,12597
2,,{ }fvuluvet,,12597
1,--------inika------,,meto-mr-kaeetruscadid-give,12598
1A,,cialchuva,thirty,12598
1,----nivenelpaithina------luvnice,venel paithina muluvnice,memr-venelpaithinadiddedicate,12599
1,,felsinei(al) venzni(alisa),,12604
1,arnthcacnislarisal,,,12606
2,velusa,velusa,,12607
1,,arnth cutu lusn(i)al,,12610
1,,arnth cutu(s),mr-arnthmr-caiecutusmrs-arnthis-daughters-husband,12615
3,,arnth cutu(s),,12615
1B,,cutu(s),,12616
1,,cutu aneinial,,12619
1,,cutu velcznial,,12624
1,,cutu ar(nthus),,12625
2,rnth,,,12631
1,,se(th) cutu tetn(i)al,,12636
1,,cutu v(e)l(us) talp(i)al,,12637
1,,cutu catrni(a)l,,12644
1,,cutu larthial,,12646
1,,cutu ar(nthus) petinat(i)al,,12648
1,anina,,,12653
1,mitetanas,,,12654
1,arzia,,,12657
1,richa,,,12659
1,fi,,,12661
1,--alinaa,,,12663
1,ulfnei,,,12670
1B,xxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxx,,12671
3,,<caica>,,12676
2,orsminei,,,12677
3,casrtos,,,12677
2,mtaniapurni,,,12678
3,cainif,,of-mrs-cainithe-son,12678
2,aunasathi,,,12679
2,--upain------,pupain(i)al,,12683
2,crespesa,crespesa,mr-crespes-daughters-husband,12684
3,numsis,,mr-numsies,12684
2,,crespu,,12687
1,------lto,faltu,,12688
1,,ce(icna),,12690
1,,alpan,,12691
1,miuselesfeisus,,,12692
1,miaran,,,12693
3,aparn,,,12693
1,miveneluscizielnasleith,,imr-venelsthrice,12694
1,milarisaveien,,imr-laris,12697
1,------vunthualienas,miravunthualienas,,12699
1,,th(u)k(er),,12704
1,mipeith,,,12720
2,----tatmeisiac----------,,to-mrs-tatmeito-mr-,12721
1,------ux------,,------ux------,12724
1,chu------,chuchu,,12734
1B,esial,,,12737
1,tle,tle(slas),,12738
1A,craiciies,,the-greek-fellows,12739
2,------nasep--,apinasepi,,12742
1,meties,,,12743
1A,paaa,,,12749
1B,pa,p(ap)a,,12749
1,,trepie,,12758
1A,,turan,the-goddess-venus,12759
1C,,me(nrv)a,,12759
1A,turnu,,themaenadfemininity,12761
1D,munthch,,,12761
1,scanusnasa,,,12762
2,nu,nu,unu,12763
3,u eu urmn---au,u eu urmn au,ueuurmnmr-aule,12763
4,mn ---u,mn u,mnmr-u,12763
1,akalu,,,12765
1,mitulalu,,,12767
1,rauknalu,,,12772
1,suntalu,,,12773
1,mimathuris,,imr-mathuries,12779
1A,laran,,thegodmars,12785
3,,puia,,12787
3,,mi mlach mlakasi arthus(i) elaivana,,12789
1,,eca fupnina sethres,,12791
1B,selvansl,selvans(ia)l,,12799
1B,pecse,,thewingedhorsepegasos,12800
1D,etule,,,12800
2,,prethnsa,by-the-god-culsans-the-twofaced-god-of-gateways,12801
1,arcenziom,,,12802
1A,niumsiestanuniesest,,mr-niumsistanunissit-is,12803
1B,paplamtensatriiamfufuh,,the-vesselsepulchral,12803
1C,udniumsistanuniseisesulsu,,,12803
1D,dunumdedum,,for-a-gifthe-gave-it,12803
11,tt,,mr-titetute,12804
1,nakaskevelsm--,,,12806
1,miuknana,,,12807
1,--usna--,tusnas,,12813
1,petini,,,12816
1,,lein(i)al,,12821
1,titles,,,12826
3,pesnei,pesnei(al),mrs-pesneis,12836
4,celias,celias,,12836
2,cencal,cenc(i)al,,12838
1,,saei(al) clapana(s),,12840
1B,mn,m{n}<i>,,12844
1A,atial,,mothers,12864
1C,,f(ul)u(s),mr-fulus,12864
1D,,f(ul)u(s),,12864
1,cne,,,12868
1,,scevas,,12875
1,,chiuz,,12877
1,mikrekeia,,,12881
2,,turuce,,12883
1,miuves,,,12885
1,,ainias,,12891
2,,turan,,12891
1,atresthe,,adrastus,12895
2,parthanapaes,parthanapaes,parthenopaeus,12895
3,,amfiare,amphiaraus,12895
5,fulnice,fulnice,polynices,12895
1,ceie,,,12897
1,ferlc,,,12899
1,aithna,,,12901
2,mc,m(ar)c(i),,12902
1,aciles,,,12906
1,tamun,,,12912
1,,me(m)as,,12916
1,atse,{at}<ta>se,,12920
2,,{<ta>}<te>se,,12920
1,menucithu,,,12924
1C,suti,suti(na),,12926
1,fercle,fercle,theherohercules,12928
1,sa,sa(thlans),,12929
1,arnthcaiscupus,,mr-arnthmr-caiecupus,12931
2,aneinal,,,12932
1,arnthcutuslar,,mr-arnthmr-cutus,12933
1,velcaicutusvelz,,,12956
2,luscialclan,,mr-velmr-caiecutussonmr-vels-daughters-husband,12956
1,,cutu viscial,,12959
1,,cutu,,12962
2,munainal,munain(i)al,,12980
1,vinsa,,mr-vinsa,12981
1,lecn----,lecnes,mr-lecnes,12987
1,avlecne,,mr-avle,12992
2,vesv,,,12992
1,nacrinas,,,12994
1,------nipeticesive------,,,12995
1,,larthi calunei(al) veizasa,,12999
1,itiiii,,,13803
1B,,mulakas,imr-sfuriasbig-roundgobletthe-handsome-thingofthe-handsome-man,13810
2B,a misfuriasthinamla chmulakas,,,13810
1,miachumuluanich,,,13811
1A,plikasnas,,mr-plikasnas,13819
1B,plikasnas,,,13819
1,,testha(s),of-mr-veltesthamr-marcesmrs-aulismr-thanas-daughtershusbandof-mr-vel,13821
2,chumenli,,,13821
1,chur,,,13833
2,,tremi,,13849
1,larza,,,13862
1,perrknas,,,13864
1,perknas,,,13865
1,pverstlve,,,13867
1,,perkni(e)s,,13874
1,sfal,,sfal,13883
2,faslevinafem------ (,faslevinafem------,the-offerings-of-cakes,13883
3,aaas (,aaas,aaas,13883
2,----lisipiterece,,,13884
1A,vifles,,mr-vifles,13885
1B,,v(ifles),,13885
1,[a a ploughshare],,,13887
2,---ziu,,,13888
1,caviesfuzecena,,,13893
2,ca--s,,of-mr-cae,13894
1,sterthinas,,,13901
1,miavlesmi,,,13903
1,spuninasii,,,13910
1,,lasas(i)al,ms-lasasis,13912
1,velciena,,,13914
2,thanas,,,13916
1,------------atalis,,mr-marcuslatiniusnatalis,13919
0,,latinia,formr-marcuslatiniusto-hersonmost-loyalmrs-latiniahismother,13924
2,,p(vbl(i)vs),mr-publiustettiusmenecratianus,13925
02,,velthane,mr-velthane,13931
04,,rasnele,tuscan,13931
05,,fumethen,helpful,13931
03,zfumlecac,,zfumland-this,13932
08,ansulilehvsan,ansulilehvsan,ansulilehvsan,13932
09,lansenvmesa,lansenvmesa,lansenvmesa,13932
10,fmirethu,fmirethu,fmirethu,13932
1A,kaenelnas,ka{e}<v>nelnas,,13933
1B,kavnelnas,,mr-kavnelnas,13933
2,iththi,,ms-thithi,13940
1,vtt,,,13941
1,,thithi,,13947
1,feche,,,13951
1B,,a(rce),,13952
1A,sp,sp(urie),mr-spurie,13957
1B,sv,sv(eitu),mr-sveitu,13957
1C,sv,sv(eitu),,13957
1A,sv,,mr-sveitu,13958
1,enikes,,,13963
2,,upiku perunies(i),,13964
1,,upiku tiuti(e)sa chvilipi perisnati,,13965
1A,fanachi,,for-msfanachi,13967
1B,iuiu,,the-first-born-sonmr-uchu,13968
1A,su,,,13969
1B,titprla,,,13969
1,pitame,,,13970
1,ri<i>,,,13976
1B,velchana,velchana,mr-velchana,13991
1D,kusenkustrinache,,the-bucketwas-hammered-out,13991
1B,kakaka,kakaka,herelies,13993
1E,narani,narani,mrs-narani,13993
1B,underlies marks),,,13997
3B,,zice,reversodid-write,13997
1B,afilia,afilia(s),mr-afiliasdaughters,13998
3,,i ciuain neivainipe,,14000
1,,v(a)ri,,14005
1,ta,,,14006
3,vaxxx,,,14020
1,spitucs,,,14024
1,talnal,taln(i)al,,14031
2,,lasasnas,,14031
1A,,a(rnthu)s,mr-marcemr-arnths,14032
1B,,sp(uriesasa) s(ethusasasa),,14032
1,,nemntinas,,14037
1,tl,,,14041
1,ichi,,,14044
2,ti,ti(te),,14055
1,riti,,,14060
1,tt,t(i)t(es),,14070
1,,tutnei(al) velsi(e)sa,,14072
1A,,ii,facevaluetwentyunitsortwodrachmas,14162
1B,flun,(pu)flun(a),populonia,14162
1B,--lun,(pu)flun(a),populonia,14171
1C,fl,,populonia,14172
1,,p(ufluna),populonia,14173
1,ecotillie,,,14196
1,------naies,,,14198
1,le,,,14287
1,,th(an)i(al),,14304
1,vipi,,,14307
1,,v(ip)i,ms-vipi,14309
1,fe,,,14316
1,av,,,14325
1,ta,t(an)a(s),,14326
1,zi,z(ilc)i,,14327
1,ui,u(chu)i,,14329
1,,p(etr)u(s),,14338
1,ei,,,14341
1,tr,,,14344
1,,fa(stias),,14347
1,f(asti)a,,,14350
1,lsla,,ofmr-luciusof-mr-sextusand-,14351
1,,e(cnatnas),,14357
1,us,u(chu)s,,14362
1,ths,,,14365
1,xixi,,,14370
1,ar,,,14383
1A,ta,t(an)a(s),mr-tanas,14389
1A,,ch(u)r(chles),mr-churchles,14395
1C,,ch(u)r(chles),,14395
1,au,,,14399
1,ti,t(it)i(al),,14401
1,ai,a(ul)i(al),,14405
1,ch,,mr-chae,14414
2,,p{}(upln)as,,14414
1,,n(umas),,14429
1,pa,p(achn)a(s),,14430
1,ar,ar(nthus),,14434
1,nl,n(umia)l,,14438
1,ri,r(amth)i(al),,14442
2,hert,hert(i),,14450
2,figvl,figvl(i),,14451
1,vibe,vibe(ii),of-mr-vibeius,14452
2,,scrof(ae),,14452
1,mu,,,14454
1,marifr,marifr(ii),,14459
1,otak,,,14464
1,,spuarin(i)al,,14470
1,lch,l(ar)ch,,14472
1,,vincinas,of-mr-marcevincinainhopeto-the-dictator,14486
1,anthi,a(r)nthi,,14489
1,panthsil,,,14490
2,iiiitiiii,iiiitiiii,,14494
1,------al,,ms-larisis,14498
1,larthurus,,,14500
1,chaisurus,,,14504
04,,kleimunteis,,14507
09,,kleimuntei(e)s,kleimunteie,14507
2A,,a(rnthial),msarnthis,14508
1B,ritieikanlsa,,,14517
1,pithiemetinu,,,14518
1A,ritiemetinu,,mr-ritiemetinu,14518
2A,triafis,,mr-triafies,14518
1A,ritapepemaissinake,,,14521
1A,risiekerrinake,,mr-risiekes,14522
1A,--etutatinache,,mr-vetuthiswas-drawn,14523
1A,estuapeafir------,,by-mr-estuaafiria,14524
1A,,es{ teprai(al),mr-estuamrs-teprais--somewomans--,14525
1,esiuimnuniuri,,,14526
1,arisaeki,,,14527
1A,achlipiap------,,ms-achli-herselfher-fathermrlarths,14532
1A,ustisa,,,14535
1,pirikanisnu,,,14548
1,perana,,,14550
2,taniun,taniun,,14553
1,titttiii,,,14555
2,tiliaiitl,,,14555
1A,panial,,mspanis,14556
1B,veltia----,veltiasa,,14556
1A,etsuapeptikukaial,,,14557
1C,nakinatarisakvil,,,14557
2,klu--thurus,,,14558
1,iti,,ms-titi,14559
2,ititi,,ms-titi,14559
3,,faprn(as),mr-aulemr-faprnasslave,14561
4,achratinalisa,achratin(i)alisa,,14561
1,,remzna nuste(s) zuch(naial),,14562
1,,crampesa,,14563
2,eal,,mr-arnthfele,14567
1B,,k(as),for-mr-pupunu--he-who-isprenamedestu--mr-kaapaius,14570
2A,,iitur oupiiriio ariitio,sturoupsrsoarstiosmiopuso,14570
5,,ei,,14571
1,,nouiinis,,14572
1L,,novinvs,,14572
1,,iiin,mr-apunissleepsapieeiirmeiiin,14573
2,,amcenas,emataieoariiiiiiasestasamcenas,14573
2,,a{b},mr-luciusssonmurderedby,14574
2,arntlial,,,14575
1,,l(ar)ch,mr-larchmrs-fepnismr-lariss,14576
2,seitual,,,14580
2,aprnal,,,14585
2,petrnal,,,14588
2,tetinei,,,14590
1,,l(ar)ch(us),mr-larismrs-fepnis,14591
2,vuisillnal,,,14593
2,calatvrnal,,,14595
2,isinal,,,14596
2,vrlialisal,,,14597
1,,l(ar)ch }ni(al),,14598
2,retrnalth,,mr-larchmrs-fepnis,14598
1,,ix,,14610
15,,a(ise)ra turanuve thaia,o-divinitiesgoddess-turan-group,14612
1,miqutumkarkanas,,,14618
1,,cupru{m}<s>,,14621
1,methina,,,14623
1,lapa,,,14625
1,macb i,macb i,macbi,14630
2,mastho i,mastho i,masthoi,14630
3,pavsko,,mr-pavsko,14632
1,,larzu,,14635
1,uchs,uch(u)s,,14636
2,,veichno,,14638
1,,iett,zz,14650
1C,,iett,,14650
2,,nx,,14650
01,kupaesasoiozeni,,for-kupaemr-soiozenoss,14651
02,tanotaliknoi,,mr-tanotalos,14651
03,kuitos,kuitos,,14651
04,lekatos,lekatos,,14651
05,anokopokios,anokopokios,,14651
06,setupokios,setupokios,mr-setupokios,14651
07,esanekoti,esanekoti,mr-esanekotoss,14651
08,anareuixeos,anareuixeos,mr-anareuixeos,14651
09,tanotalos,tanotalos,mr-tanotalos,14651
10,karnitus,karnitus,cairn-erected,14651
11,tzkostoutispu,tzkostoutispu,,14651
1B,,fuflunu(s),the-god-bacchus,14652
1C,a------m,,,14652
1,rutirio,,,14653
1,,a(vilu),mr-avilu,14658
2,avilusme,,,14658
1,eichorpriiitieviioiiii,,,14659
2,loirixx,,,14659
1,senus,,,14661
1,ialikouesi,,,14665
1,iailkouesi,,,14666
1,iankoue,,,14667
1,ieiukoue,,,14668
1,kasios,,,14669
1,kasios,,kasios,14671
1B,,arimi(ni),,14673
1A,arimn,,,14674
1,ankvenesankariateveiiae,,,14678
1,,}ei(al) leialisa,,14679
1,,metitiei(al) leializa,,14680
5,,teti{o<s>}<vs>,mr-statetius,14682
03,pisavrese,pisavrese,,14684
07,,pisavrese,,14684
11,,pisavre(n)se(s),of-pesaro,14684
03,donodiidro,,,14686
14,,{de}da(nt),,14686
2,vcina,,,14687
3,donv,donv,,14688
1,apolenei,,,14689
1A,iiv,,,14691
1A,kl,,,14698
1,liibro,,,14700
1,------i------------------------------apun----,pinie arnthi(al),mr-larispiniemrs-arnthismrs-apunis-daughtershusbandapunal,14705
2,ch----st--------------------------trnis------,,,14705
3,--upuce,,,14707
1,----------------r--------------thal,,----------------r--------mrs-,14711
4,su--------m------------------------,su--------m------------------------,su--------m------------------------,14711
1,charun,,,14713
1,charun,,the-god-charon,14714
2,chunchu,,,14714
1,charu,,,14715
1,mititelastha--mlam--achmlakas,,imr-titelasthas,14718
1A,lueamitita,,little-cupownsmr-tita,14719
1B,pu,p(etr)u,,14719
1,smi,,,14721
1,miaranthramuthasivestiricinalamuluvanice,,ito-mr-aranthramuthaby-mrvestiricinahe-did-dedicate,14722
1,venel,,,14734
1,,z(ilc),,14735
1A,,u(chu),mr-uchu,14745
1C,tetaia,,,14745
2,avka,avka,,14751
1,atalu,,,14752
1,salanerii,,,14753
1A,aevlti,,,14754
2A,fatrencu,fatrencu(s),fatrencus,14763
2B,fatrencu,fatrencu(s),,14763
1,pruslnas,,mr-pruslna,14764
1,--rnthpr------uslna,,,14765
1,,ramtha(s) f(atrencusa),,14767
1,,pruslnas velus(a),,14768
2,,ramthu(s),mrs-muraismr-ramthufatrencus-daughters-husband,14772
1,clthi,clthi,in-this-same-place--,14777
5,,pruslna,pruslna,14777
2,------sl----,pruslnas,,14778
5,,zilice,did-exercise-command,14779
1,ceisatrui,ceisatrui,ms-ceisatrui,14780
1,v--lthurthelen----,,,14781
1,ecasuthitarchaslevialnat------usacniv,,,14784
1A,,ramthas tetnial,of-mr-ramthamrs-tetnismrpurzesslave,14785
1,--------lisa,arnthialisa,,14786
2,ze,z(ilc)e,he-held-the-command,14790
2,------enas,rasenas,rasenas,14792
1,------eisupe------,,,14793
3,a--a,,mr-aules-daughters-husbandmr-aules-daughters-daughtershusband,14795
1,setiena,,,14796
2,sanchuneta,sanchuneta,her-sacred,14797
3,nasunis,nasuni(e)s,,14800
1,lartpetraulesa,,,14804
2,turs,,,14808
1,,arnth(us),of-mr-arnth,14809
1,velarnthusa,,mr-velmr-arnths-daughtershusband,14811
2,,tenva(s),mr-larthtenvaschildren,14811
3,acnanas--manim,,having-grandfatheredthis-,14811
1,,{v}<z>athrums,,14812
1,,l(arisusa),of-mr-spitumr-larissmr-lariss-daughtershusband,14814
1,fupnina,,,14817
1,paprsinei,,ms-paprsinei,14820
1,suthpranem,,,14821
1,paparsi,,,14825
2,eterau,,,14827
1,,v(elthu)rzi,ms-little-velthuri,14832
1,feiri,feiri,ms-feiri,14833
1,ramthas,,of-mr-ramtha,14837
1,vennona,vennona,ms-vennona,14840
1,,alsinas,of-mr-alsina,14843
1,paltu,paltu,mr-paltu,14844
1,alsin--,,,14845
3,xv,,for-,14846
1,ta,t(an)a,,14854
1,fa,f(asti)a,,14858
1,uchu,,,14859
1B,pe,,mr-petrus,14864
1,,ma(r)z(ia)l,,14870
1,se,,,14871
1,,menervas,,14872
3,,mlace farthne faluthras,,14873
2,,avil,mr-spitusmrslarthisshe-livedforyears,14875
1,,metli arnthi(al) puia,mrs-metlimrs-arnthis,14876
1,------thpi------,,,14878
1,,remzna l(ar)th(us),,14879
1,,methlumes,,14881
1,arzna,,,14882
1,ma------,ma(rce),,14892
1,snitla,,mr-sunitslave,14895
1,--enruas,,,14896
1A,--elthurpr----------,,mr-velthurpriumna,14896
2,arstniia,arstniia,,14898
1C,fathna,,thesatyrplayfulness,14920
1D,zirna,,themaenadperfumery,14920
1E,----------uch,munatuch,thesatyrpresentsbringer,14920
1I,tusna,,thedivineswantusna,14920
1J,lpan),,,14920
1,,aninas arnth(us) velus(a),of-mr-aninamrarnthsmr-vel,14926
1,,aninas,of-mr-aninamr-larthsmr-vels-daughtershusbandmrs-little-arnthis,14928
2,,apanes scunsi,of-the-ancestralof-,14928
3,,travzi,thatlibation-ceremonyof-thefamilydid-conductms-travzi,14928
4,,zivas,thattombshe-builthereof-theliving,14928
1,,aninas,the-messengermrs-lethimraninasmrs-larthismr-canthuswife,14930
1,larisaczun,,,14949
1,--------esthenas,,,14967
1A,felene,,helena,14975
1C,ziumithe,,,14975
1,,remzna ucumzn(i)al,,14978
1,milauchusve----------sieskurtesma,,,14981
1,,luvcie(s) fulchnii(e)s,of-mr-luvciefulchniiemr-aule,14998
1,,lapenas,,14999
1B,truile,,,15001
1,thach------,,,15016
17,,patolcia,ms-patolcia,15017
18,,pineia,ms-pineia,15017
1,velenasmistaslarv,,,15023
04,pf,,,15028
06,,deiv(es),,15028
08,,t(eto),,15028
10,,d{e}iv({e}<i>s),to-the-godsnewlyhomed,15028
1,nomelia,nomelia,,15029
3,,nomelia,ms-nomelia,15029
1B,,titesi,,15031
1,tinie,,,15032
1A,ku,ku,mr-ku,15033
1B,ii,ii,,15033
1B,vaii,,,15034
1,apie,,,15044
1A,------esminupitistauchkaana,,,15045
1A,upi,,mr-uchu-himself,15046
1A,,u(chu)pi,mr-uchu-himself,15052
2,kifina--,kifinas,,15055
1A,esiap,,to-mr-elemr-apia--,15056
1,utetai,,,15057
1,iavisielavisealu,,ito-mr-aviby-mr-larisvise--,15064
2,tivu,,a-piece-of-antler--,15064
1,iiiitiv,,tiv,15068
2,miu,,mu,15068
1,iiiitiv,,,15069
2,------ar,------ar,,15077
1,kalsus,,,15079
1,thnlecna,,mr-thanalecna,15085
3,apmlas,,mr-raplnas,15085
1,lcaiacasuthnrerec,,mr-laris--and-mrscai--acasumr-thanas,15087
2,usvlisascietiti,,,15087
1,vepui,,,15091
1,nu,,,15097
1,,ch(ae)i,,15101
1,ls,,,15102
1,si,,,15109
1,tti,t(an)i(al),,15154
1,,tular a(inpu,boundariesof-the-townlawfullyand-protected-under-the-divineprotectionof-the-goddess-vipsiofmr-felch,15157
1,nesnisnasmlkasmekan,,of-a-worthless-personhandsomei-myself,15158
2,sllfiriniiaraismuthusil,,mr-kaof-the-afterlife-fe,15158
5,inkamuneisvanka,,inkamuneisvanka,15158
6,ssss,,,15158
1,,tarchunies pupara(s),,15169
1,,r(av)n(thu),mr-ravnthumrs-ripismr-numas,15172
1,,cacu,,15174
1,,v(en)thu,,15176
1,sv,,,15181
1,,p(etru),,15182
2,aunisei,,aunisei,15187
4,tupesa,tupesa(s),,15188
1B,,ccralnna,,15193
1D,sathiaavcinas,,,15193
1A,itti,{it}ti<ti>,ms-titi,15194
1B,esipapiapicierilzii,,,15195
1,,tp,,15196
2,,chl,,15196
2O,sl,,awheelperhapsratherahandhelddrum,15199
2,pufa,pufa(sa),,15203
1,,etusnusialisa,,15207
5,,ii,for-monthsin-squadthethirdfor-months,15209
1,thaseth,,mr-tha,15215
2,rnei,,,15215
1,usmare,,,15223
1A,chiu,,mr-chiu,15224
1B,prasalpi,,,15224
2,,octav(i)i,of-mr-octavius,15225
1,vesatnvs,,,15234
2,,dvovir(vm),,15236
2,--ulfnal,,,15238
2,,p(uples),,15239
1,,thania rusina pulf(i)alisa,,15240
