,ID,City,Year - From,Year - To,Etruscan,Translation,key
5705,17339,,,,kappano,campanian,2B
5706,17340,,,,kappanos,campanian,1B
5707,17349,,,,probom,verified-legal-tender,1A
5708,17350,,,,pkobom,verified-legal-tender,1A
5709,17352,,,,prorom,verified-legal-tender,1A
5710,17355,,,,pikeovm,verified-legal-tender,1A
5711,17359,,,,svesan,,2B
5713,17369,,,,aurunk,of-the-people-ofavrvnca,1B
5714,17369,,,,maakriis,the-senate-of-avrvnca,3B
5715,17370,,,,makriis,the-senate-of-avrvnca,3B
5721,20019,,,,------ialu,,1
5722,20028,,,,sesiu,,1
5723,20030,,,,ankakrapnal,the-bossed-sacrificial-bowlof-,1
5724,20032,,,,ka,,1
5725,20037,,,,kutvalus,,1
5726,20043,,,,zivi,,1
5727,20051,,,,titalu,,1
5730,20121,,,,ka,mr-ka,1A
5731,20126,,,,arnza,,1
5732,20139,,,,lart,,1
5733,20147,,,,rightsideup),mr-chaes,11
5734,20147,,,,upsidedown),,12
5735,20159,,,,amnz,mr-amtnies,1A
5736,20183,,,,--------tna,,1
5737,20183,,,,------knakiu------,,1B
5738,20183,,,,------t--nakn----,,2
5742,20236,,,,kepriu,,1
5744,20264,,,,larzasilunis,,1
5747,20277,,,,----------lu,,1
5750,20287,,,,kr,,1
5751,20299,,,,pi,,1
5752,20320,,,,zuchu,,1
5753,20321,,,,ct,,2
5755,20330,,,,kraiu,,1
5756,20335,,,,spv,,1A
5757,20370,,,,----sanla,,1
5758,20371,,,,kae,,1
5759,20375,,,,anku,,1
5760,20385,,,,miverkantus,,1A
5761,20405,,,,mi,,1
5762,20407,,,,kusia,,1
5763,20408,,,,kemne,,1
5764,20411,,,,laz,,1
5766,20457,,,,meista,,1
5767,20474,,,,ttitinai,,1
5770,20491,,,,lt,,1
5771,20494,,,,chae,,1
5772,20500,,,,unithiu,in-the-sanctuary-ofthe-goddess-junoof-mruchu,1
5773,20509,,,,utulu,,1
5776,20547,,,,iple,,1
5777,20559,,,,siliu,mr-siliu,1A
5778,20560,,,,siliul,ms-siliuis,2
5780,20590,,,,ch,mr-chelus,1B
5781,20591,,,,churui,,1
5782,20594,,,,fapile,mr-fapile,1A
5784,20607,,,,ni,theslovenlywriterms-numi,1B
5785,20664,,,,mama,,1
5786,20677,,,,ankariu,,1
5787,20683,,,,ku,,1
5788,20685,,,,zurtalu,the-mr-zurta-family,1A
5789,20699,,,,latiate,,1
5790,20704,,,,niu,,1
5792,20711,,,,aa,mr-aules,1B
5793,20749,,,,sp,,1
5794,20762,,,,pruka,,1
5796,20772,,,,kavistami,mr-caiussisthisami,1A
5797,20774,,,,xx,xx,1
5801,20785,,,,kzurtiu,,1A
5803,20804,,,,atk,,1
5804,20822,,,,milarisaluselnas,,1
5805,20824,,,,mi,,1
5806,20826,,,,slaithes,,1
5807,20876,,,,tz,mr-tites,1A
5808,20895,,,,malni,,1
5809,20899,,,,kramuris,mr-kramuries,1
5811,20904,,,,venzamalni,,1B
5813,20920,,,,iiixx,,1
5814,20924,,,,vizamuliu,,1A
5816,20927,,,,ichi,ms-chi,1B
5818,20960,,,,se,mr-sethre,1B
5820,21002,,,,muliu,gift,1A
5821,21002,,,,aisil--cu,,1B
5823,21019,,,,----lni,,1A
5824,21021,,,,casanco,mr-casancos,1A
5825,21027,,,,kulsnuteras,the-dual-gods-culsanssthe-two-faced-god-ofgateways-and-nutes-the-godwho-polices-borders,1
5826,21027,,,,sminthiakske,,2
5827,21032,,,,karas,,1A
5828,21041,,,,pisna,,1
5829,21046,,,,ru,mr-rufes,1A
5830,21065,,,,ma,mr-marces,1A
5831,21072,,,,kakas,,1
2,3,,,,vi(p)s(ia)l,of-the-goddess-vipsi,4
4,4,,,,papsinas,ofmr-aulepapsinamr-lariss,2
6,8,,,,tular a(inpu v(el)ch(us),boundariesof-the-townlawfullyand-protected-under-the-divineprotectionof-the-goddess-vipsiofmr-velch,1
7,8,,,,cl(en)t(ar),,2
8,9,,,,tapsina,mr-laristapsinamr-aules,1
10,15,,,,pui(a)l,,3
11,16,,,,mi arnth(i)al prastnas,,1
12,19,,,,ceicna caspu,,1
13,22,,,,tlaboni(vs),mr-luciuscaecinatlaboniusmrluciusssonlivedfor-yearsfor-,1
14,30,,,,armn(i)al,,1
15,31,,,,ravnthu supnai(al),mr-ravnthumrs-supnaismr-larissof-ageof-,1
16,32,,,,selcia(s),,1
17,35,,,,felmui(al),,1
18,38,,,,ceicna a(ulial),mr-larisceicnamrs-aulis,1
20,48,,,,trec(e)s,mr-sethtrecesandmrs-lariseitreces,6
21,49,,,,muceti(e)s,muceties,2
22,49,,,,cneunas,cneunas,3
26,52,,,,v(el){ }i(al),mr-larismrs-velismscaplineimr-fuluna,13A
27,52,,,,thuscv(a) fvimv(a),,13B
28,52,,,,mazutiu,mr-aulecaplinamr-fulunamr-mazutiu,1B
31,52,,,,supni(al),mr-veliamrs-supnismrs-velanis-daughters-husband,3A
32,52,,,,aisecetati,,4
33,52,,,,supni(al),mr-veliamrs-supnisms-ceicnis-daughters-husband,4A
34,52,,,,calati(al),mr-veliavelusnamr-velsmrs-calati,6A
35,52,,,,larthru fulnei(al),mr-larislarthrumrs-fulneis,8A
36,53,,,,vipin(i)al,mrs-vipinismrtraulchniesslavegirl--,2
37,65,,,,cevlna setres,mr-setrecevlnamr-setres,1
39,76,,,,velchinei atial turce,,1
40,76,,,,velchinei,ithe-dedicatory-statueofmr-larthiaofsienams-,1A
41,93,,,,larthi prenthrei(al),,1
42,97,,,,saucni(al),,1
44,100,,,,presntessa,,2
45,101,,,,rutlni(e)s,rutlnies,2
47,104,,,,xxiiix,,1
48,109,,,,ravntza,,1
49,118,,,,mi ma(rces) suthi,,1
50,125,,,,apun(i)al,,1
51,126,,,,pecse alpuialisa,,1
52,128,,,,felmu,mr-larisfelmumr-larths,1
53,133,,,,vipin(i)al,mr-larcemr-lariss,1
54,134,,,,hermaeii t(iti),,1
56,142,,,,se(thusausa),of-mr-larismrs-versnismr-seths-daughters-husband,2B
59,144,,,,lathunikai,lathunikai,2A
61,147,,,,l(ar)th,mr-larthetruscamr-acheliesmr-aules-daughtershusband,2B
64,150,,,,cainai(al),mr-aulimrs-cainais,1
65,155,,,,ceicna fetiu(s),,1
66,156,,,,l(ar)th pr(enthres) a(ulesa),,1
67,161,,,,prenthrei(al),mr-thanamrs-prenthreismr-carcnas,1
68,168,,,,masni(al) aviles,ms-velimrs-masnis,1
79,181,,,,thui,mrs-arnthis-daughtershusband,2
83,192,,,,larn(i)al,mrs-larisis-daughters-husband,2
84,195,,,,mi murs,,1
86,195,,,,mi murs,ithe-ossuaryof-mr-arnththrupete,4
89,200,,,,a(r)n(th) mi,,4
90,206,,,,larth(i)alisa,mrs-larthis-daughters-husband,2
91,206,,,,raufe(s),,3
95,209,,,,prumathn(i)al,,2
96,211,,,,arnth prumathni(alisa) arnth(i)al,mr-arnthmrs-prumathnisdaughters-husbandmrs-arnthis,1
97,212,,,,aspesa,mr-veliasmrs-utimnis,2
101,218,,,,auln(i)al,mrs-aulnis,1
102,218,,,,nuvpllni,,2
105,223,,,,v(e)l(us),mr-thanacaupnemrs-larisismr-vels,1
106,229,,,,velchatin(i)al,,1B
111,235,,,,p(uple) cvenape mi,mr-puplecvenapemrs-larisis,1
112,245,,,,anain(i)al,,1B
113,247,,,,mulnanes,,2
116,251,,,,sesctna,,1
118,252,,,,sescatna,mr-aulesescatnaalso-mrsarnthuis,3
119,252,,,,pesnasa,,4
121,255,,,,raufesa,,3
122,257,,,,atein(i)alisa,,2
123,258,,,,f(a)z(e)ne,,1
124,259,,,,petrni(e)s,,2
126,262,,,,vencn(i)al(si),,2
128,265,,,,amthnial,,2
129,267,,,,lecne amthnial renine(s),,1
130,268,,,,larthi lecnesa,,1
131,269,,,,vuisin(i)al,,2
135,272,,,,c(a(i)i) c(a(i)i),of-mr-caiusliciniusnigermr-caiuss,1
136,272,,,,fapirn(i)al,,3
138,276,,,,sesctn(i)al,,2
140,278,,,,tevatn(i)al,mrs-tevatnis,2
141,278,,,,lecnesa,,3
142,282,,,,nairn(ia)l,,2
143,283,,,,semna fapre(s),mr-larissemnamrs-aulismr-fapres,1
144,290,,,,larthi larnei(al),,1
146,296,,,,larthi pumpui(al),,1
149,303,,,,(mi,ofmr-velnata,1
153,309,,,,larthi macia(s) sueitusi(al),,1
155,313,,,,arnth(i)al,mrs-arnthis,2
156,314,,,,scurfiu(s),,2
162,339,,,,thu(i),here,1
166,347,,,,alufnei(alisa),mrs-alufneis-daughtershusband,2A
169,354,,,,fulni(alisa),mrs-fulnis-daughters-husband,2
171,362,,,,lart,mr-lart,1
179,375,,,,l(ar)th,,1
180,376,,,,knaes,,1
183,384,,,,authn(i)al,,3
184,385,,,,lethial,,2
186,387,,,,falasasnas,,1
189,392,,,,vestrn(i)alisa,,2
193,394,,,,vestrn(i)alisa,,2
194,395,,,,vestrn(i)al(i)sa,,2
197,402,,,,asate(sa) atain(i)al,,1
198,405,,,,frauchni,ms-frauchni,1
200,406,,,,mi arunth{ }i{ }a(s),imr-arunthiakusiunas,1
202,408,,,,kilnei(alisa),,1B
205,409,,,,kilna(s),feimnie,2
206,409,,,,klan,,3
210,411,,,,viskesa,,2
211,412,,,,klan,mrs-arkanis,2
212,414,,,,sucnei(alisa),,3
213,415,,,,tites crespe(s) tarchniei(alisa),,1
215,419,,,,arnth(i)al,,2
217,423,,,,mi,,1
219,424,,,,nerina(s),,2
220,426,,,,aveini(al),,1
221,428,,,,ciarthialisa,mrs-ciarthis-daughtershusband,2
222,429,,,,talce(s),mr-talces,1B
224,430,,,,steprni(al) talce(sa),,1
226,432,,,,ciarthi(e)sa,,2
229,435,,,,zichu,the-scribe,1
232,439,,,,tular,boundaries,1
234,439,,,,rasn(i)al,of-the-etruscan-people,2
237,439,,,,tular,boundaries,3
238,439,,,,rasn(i)al,of-the-etruscan-people,4
240,443,,,,salth(a)n,,6
243,446,,,,fanacn(i)al thu(v)flthas(i),mr-veliasmrs-fanacnis,1
249,458,,,,v(e)l(ia) urstine,,1
250,460,,,,vuisi(al),,1
251,462,,,,tetnei(al),,1
252,463,,,,etchu(sa),mrs-anisismr-larissmr-etchus-daughtershusband,1
254,467,,,,thui,here,2
256,469,,,,la(u)tn(itha),the-slave,1
258,474,,,,vurses,the-fire,2
260,474,,,,tefr(i)al,the-goddess-tefris,4
262,474,,,,pisestestu,,6
263,476,,,,thania tetinasa,,1
264,478,,,,l(ar)tth tetina marcn(i)al,,1
265,484,,,,z(eth) ar(n)thias epial,,1
267,490,,,,vipine,mr-vipine,1
269,492,,,,tarusa,,2
271,496,,,,larth(i)al,,2
272,497,,,,ancarias,,2
276,503,,,,larthi murinei(al),,1
277,504,,,,thermfi(al),mrs-thermfis,3
278,509,,,,velcaias,,2
282,526,,,,larthi,ms-larthi,1
284,532,,,,latial,mr-larthpantnamr-velias,1
285,539,,,,vesacnei(al),mrs-vesacneis,2
286,539,,,,fetarias,,3
287,546,,,,velunu(s),,2
288,547,,,,l(ar)th vipi(al) a(rn)th(us),,1
289,548,,,,melchr(i)al,,3
290,550,,,,ra(mthas),mr-ramthas,2
291,553,,,,ar(n)th achuni(al),,1
292,555,,,,chumtus,,2
296,568,,,,larthi,mrs-larthi,1
297,568,,,,larsti(al),mrs-larstis,2
299,569,,,,vezra(s),mr-vezras,2
300,570,,,,l(ar)th cupuna churun(i)al,,1
301,572,,,,fetharia,fetharia,2
303,578,,,,pelnati(al),,2
304,579,,,,statinei(alisa),mrs-statineis-daughtershusband,1A
307,580,,,,a(rn)th fuluni(al),,1
308,582,,,,arnth ancari(al),,1
312,592,,,,lutnitha,,2
313,594,,,,larth(i)alisa,,2
317,599,,,,lartha(s),,2
320,608,,,,l(ar)th,mr-larth,1
323,628,,,,arsme,ms-arsme,1
324,631,,,,fulnei,ms-fulnei,1
325,633,,,,leichunia(s),mr-leichuniasdaughter,2
326,633,,,,lethial,mrs-lethis,3
327,634,,,,larthi leichunia(s),,1
329,636,,,,capzn(i)al,mrs-vipineis-daughtershusband,2
330,637,,,,capznasa,mr-larthiamrs-vipineismr-capznas-daughters-husband,1
331,639,,,,pethn(i)al,,2
332,642,,,,p(uple),,1
333,644,,,,th(an)a velni(al) uchumzna(s),,1
334,653,,,,petruni(al),,1
336,658,,,,spurin(i)al,,1
337,659,,,,murina,mr-aulemurinamrs-arnthisdaughters-husband,1
338,665,,,,thaznthn(i)al,,2
340,668,,,,vipin(i)al,,2
344,680,,,,papir(i)i,,1
345,685,,,,arnt,mr-arnt,1
347,686,,,,a(rn)th artni(al),mr-arnthmrs-artnis,1
351,694,,,,a(rn)th artni(al),,1
352,697,,,,arnza petrni(al),,1
353,698,,,,velsi(al),,1
354,699,,,,pulfnasa,,1
356,708,,,,sethre cezartle,,1
357,709,,,,l(ibertvs),,1
358,714,,,,thocerv(i)al,mrs-thocervis,2
359,726,,,,c(aii),mr-caiusanniusmr-caiussson,1
360,727,,,,t(iti) arniese,,6
361,728,,,,maxsimi,mr-maxsimuss,2
365,731,,,,arices,,2
366,732,,,,l(ar)th arntni(al),,1
367,733,,,,artnei(al) l(ar)th(us),mr-thanamrs-artneismr-larths,1
369,735,,,,venete,mr-luciusvenetemr-velsson,1
370,736,,,,s(e)n(n)ae,mr-luciussennassonmrtitus,1
372,742,,,,peciania(sa),mr-pecianias-sons-wife,2B
373,742,,,,pecian(i)a(sa),mr-pecianias-sons-wife,3A
374,745,,,,varnali(e)s,mr-varnaliesslave,1
376,746,,,,velnei(al),,1
377,747,,,,nsm,,1B
379,752,,,,veliesa,,2
382,764,,,,ramtha,mr-ramtha,1
384,772,,,,cecu(s),,2
386,774,,,,vanina(s),mr-vaninas,2
387,774,,,,reuthn(i)al,,3
391,780,,,,raufias,,2
392,781,,,,numsina,,3
393,782,,,,raufial,,2
395,783,,,,ancarnei(al),mrs-ancarneis,2
396,783,,,,m(u)rinas,,3
398,786,,,,harispex,inspector-of-entrails,2
399,789,,,,vuuv,petroniaof-years,3
400,795,,,,l(ar)th seiante,,1
401,796,,,,remznei(al),,1
402,803,,,,tetin(i)alisa,,2
403,804,,,,v(e)l(ia) tetina cultan(i)al,,1
405,807,,,,presntial,,1
408,811,,,,anetn(i)al,,2
410,822,,,,stephiani,,2
413,827,,,,melutasa,,1
414,828,,,,a(rn)th,,1
416,832,,,,arnth(i)al,,2
418,834,,,,paperis,,3
419,835,,,,tlesna,,1
420,847,,,,l(ar)th canzna velthurusa,,1
423,849,,,,pu(plial),mr-larthcaupnemr-larissmrs-puplis,1
424,859,,,,faltunete(s),mr-faltunetes,2
425,859,,,,nunialisa,,3
426,860,,,,faltunei(al),mrs-faltuneis,2
428,861,,,,a(rn)thei,,1
429,862,,,,thuceri(al),mrs-thuceris,2
433,868,,,,l(vc(i)i) l(iberti),mr-luciuspassieniusapollonussmr-luciuss,2
434,868,,,,passien(i)ae l(vc(i)i),,3
435,870,,,,lautnata,slave,2
436,870,,,,serturus,,3
438,873,,,,svdernia ar(rvntis),suderniamr-arrunssdaughter,2
442,890,,,,}na{ }li(e)s,mr-varnaliesslave,2
443,890,,,,c(aii),mr-caiuscaesiusmr-caiusssonof-mrs-varia,3
447,895,,,,pulfnei(al),mr-thanamrs-pulfneimrs-patacsis-sons-wifemrs-,1
449,902,,,,l(a)r(is) canthusa cetisn(i)al,,1
451,912,,,,visce(s),,3
452,917,,,,vecn(i)al,,2
456,928,,,,pacinn(i)al,,2
457,930,,,,pacin(i)al,,2
461,940,,,,th(an)a,mr-thana,1
462,940,,,,arnias,,2
463,942,,,,a(rn)th tutna,,1
465,944,,,,presntesa,,2
466,945,,,,v(e)l(ia) fastntru marcn(i)al,,1
467,946,,,,arnth fastntru marcn(i)al,,1
468,948,,,,vilin(i)al,,1
469,949,,,,cicusa,,1
470,962,,,,a(rn)th,mr-arnthmrs-marcnismr-fermes,1A
475,978,,,,pethn(i)al,mrs-pethnis,2
476,978,,,,netsvis,,3
477,982,,,,c(a(i)i) ofill(i)i c(a(i)i),,1
479,985,,,,veliza,ms-little-velia,1
480,986,,,,barnaevs,barnaeus,2B
482,987,,,,barnaes,,2
483,993,,,,puplin(i)al,,1
484,996,,,,petinates,,2
485,998,,,,lentie(s),,2
488,1005,,,,v(e)l(ia) muthuna v(e)l(us),,1
489,1019,,,,citheris,,2
490,1020,,,,larthi,mrs-larthi,1
491,1021,,,,sathnei(al) thansi(e)sa,,1
492,1025,,,,velchrasa,,1
493,1026,,,,utiesa,,1
495,1037,,,,veacial,,1
496,1038,,,,a(rn)th cumere l(ar)th(us),mr-arnthcumeremr-larths,1
497,1038,,,,latinial,,2
499,1040,,,,cumere ar(n)th(ia)l,mr-lariscumeremrs-arnthis,1
502,1046,,,,se(c),,3
503,1047,,,,l(arisusa),mr-thana,1
509,1052,,,,ap{------}rini(al),mrs-aprinies,2
513,1061,,,,larthi pulfnei(al) perisnei(alisa) la(utni),,1
519,1075,,,,th(an)a,mr-thana,1
521,1076,,,,th(an)a remznei cezrtlial,,1
522,1077,,,,thania caiizirtli(al) puntas,,1
523,1079,,,,t(iti),,1
526,1085,,,,arnt zichn(i)al,,3
527,1086,,,,arnt,,1
530,1097,,,,arnthial,mrs-arnthis,2
533,1098,,,,ifi,,1D
536,1111,,,,salint(as),,3
538,1114,,,,furazni,ms-furazni,1
539,1118,,,,acnaice(sa),,1
540,1119,,,,nitruta,,4
541,1122,,,,teti(al),,1
542,1124,,,,aulni(e)s,aulnies,2
543,1124,,,,arnthialisa,mrs-arnthis-daughters-husband,3
546,1130,,,,sethre,mr-sethre,2
554,1136,,,,ni,memr-veteof-the-god-tiniaatchiusi,3B
561,1155,,,,anvai,of-mrs-anva,3
562,1160,,,,l(ar)th matausn(i)al,,1
563,1162,,,,arntnei(al),,1
564,1163,,,,seiantial,,1
565,1167,,,,patuni(alisa),mrs-patunis-daughters-husband,2
566,1167,,,,plautri(e)sa,,3
569,1169,,,,aniusa,,2
571,1179,,,,fraucni(al) atain(i)alisa,,1
572,1182,,,,l(ar)th fraucni(al),,1
573,1183,,,,a(rn)th frauni(al),,1
574,1185,,,,a(rn)th tutni(al) velthurus velthritialisa,,1
575,1187,,,,larthi fraucnei(al) cumeresa,,1
576,1188,,,,a(rn)th fraucni(al) raufe(s),,1
577,1189,,,,fraucni(e)sa,mr-fraucnies-daughtershusband,2
578,1189,,,,ca(es),,3
579,1190,,,,larcna(s),,1
580,1193,,,,sepiesa ucumzn(i)al,,1
581,1195,,,,a(rn)th remzna zuchn(i)al,,1
584,1200,,,,scirias,,2
586,1205,,,,acilusa,,3
588,1206,,,,velsi(al),mrs-velsis,2
589,1211,,,,tarchia(l),mrs-tarchis,2
590,1212,,,,fasi velui(alisa) larcnasa,,2
594,1215,,,,seianti(alisa),imr-larthiamrs-seiantisdaughters-husbandmrs-sinunismr-svenias,1A
595,1220,,,,thania cuizlania(s),,1
597,1223,,,,l(ar)th,mr-larthvelumrs-larthisdaughters-husbandmrs-tetinis,2
598,1224,,,,tutn(i)al,,2
599,1225,,,,tutn(i)al,,1
600,1226,,,,th(an)a tu(tna),,1
601,1228,,,,l{ }a{ }r(th) felial,,1
602,1229,,,,urinatesa,,1
603,1232,,,,larza,mr-little-larth,1
606,1235,,,,sinunas,mr-sinunas,2
607,1236,,,,thania tetasa,,1
608,1237,,,,l(ar)th melutn(i)al,,1
609,1238,,,,melutnei(alisa),mrs-melutneis-sons-wife,2
610,1238,,,,urinatesa,,3
612,1244,,,,thania fusui(al) cestnasa,,1
613,1258,,,,th(an)a tutnei(al),,1
614,1259,,,,thania tutnei(al),,1
615,1260,,,,ernth,,1
618,1268,,,,thania remznei(al) felesa,,1
619,1269,,,,felesa,,1
620,1271,,,,l(ar)th cultana,,1
621,1274,,,,teuci(al),,2
625,1278,,,,tlesnai(al),,1
626,1280,,,,a(rn)th tumiltni(al),,1
627,1285,,,,th(an)a,,1
628,1286,,,,pruciunia ar(nthus),,1
629,1290,,,,fapi(al),mr-aulemrs-fapis,1
631,1298,,,,c(aii),quintustitiussrabliomrcaiussson,1
632,1299,,,,fermnei(al),mrs-fermneis,2
633,1299,,,,tiusa,mr-tius-sons-wife,3
637,1303,,,,tiuza,,1
641,1304,,,,thanas(a),mr-thanas-daughtershusband,4
642,1305,,,,tetina,mr-larthtetinamrs-arnthisdaughters-husbandmrs-,1
643,1310,,,,sepre(sa),,2
644,1311,,,,l(ar)th velsi(al) a(rn)th(us),mr-larthtitemrs-velsismr-arnths,1
645,1316,,,,causlini(e)sa,,2
647,1324,,,,a(rn)th cupsna,,1
648,1325,,,,larthi cnevi(al) cupsnasa,,1
649,1326,,,,th(an)a cupslnei(al),,1
651,1339,,,,velthurias,,2
653,1342,,,,purni(al),,1
654,1343,,,,a(rn)th purni(al),,1
655,1348,,,,piuti(al) puruni(e)sa,,1
656,1351,,,,arnti purni(al) a(rn)th(us),,1
657,1355,,,,rathmsn(i)al,,1
658,1357,,,,th(an)a tlesnei(al),mr-thanamrs-tlesneismr-ferinies-daughters-husband,2
659,1363,,,,larthi capsnei(al),,1
660,1364,,,,f(asti)a peithi(al) cupsnasa,,1
663,1371,,,,pepruni(al) thui,,1
664,1377,,,,a{ }rnth a(rn)th(us),,1
665,1386,,,,l(ar)th pulfnasa,mr-larthmrs-matausneis,1
666,1388,,,,larthi,mrs-larthimrs-vethneis,1
667,1389,,,,l(ar)th,mr-larthetruscamrs-larthismr-arnths,1
668,1394,,,,arnth(i)al pulfnas,,1
670,1398,,,,clatpalci(al),,2
672,1414,,,,mutu(i)al,,1
673,1421,,,,a(rn)th(ial),sentia,2
675,1421,,,,(nefts),,6
676,1422,,,,cumerusia(s),mr-cumerusias,1B
679,1427,,,,a(rn)th cumere,,1
681,1429,,,,tutnei(al),mr-veliamrs-tutneismr-cumerus-daughtershusband,1
682,1431,,,,tlesnei(alisa) cumeresa,mrs-fastimrs-tlesneis-sonswifemr-cumeres-sons-wife,1A
683,1433,,,,clepatras,clepatras,2
684,1434,,,,clepatra,mr-clepatra,1
685,1438,,,,c(aii),mr-caiusvensiusmr-caiussson,1
687,1445,,,,prcesa,,2
688,1447,,,,venza,mr-venzaumranamrs-,1
689,1451,,,,fastia cumeruniasa,,1
691,1455,,,,purnei,mrs-purnei,1
694,1458,,,,larzile,mr-little-larth,1
696,1459,,,,th(an)a setumnei(al) pumpuni(e)sa,,1
697,1460,,,,l(ar)th tlesna,mr-larthtlesnamrs-larthismrs-clantis,2
698,1462,,,,thania velsi(al) tlesnasa,mr-thaniamrs-velsismr-tlesnas-daughters-husband,1A
699,1465,,,,cierini(al),,1
700,1468,,,,c(aii),mr-caiusarriusmr-caiussson,1
701,1468,,,,a(rn)th arntni(al),,3
702,1469,,,,arntni(nial,mr-arnthof-the-arniensistribemrs-arris,2
704,1473,,,,laut(nitha),,1B
706,1478,,,,resciunia(s),,1
709,1484,,,,falsnesa,,2
710,1486,,,,th(a)ns(ia)l,,2
711,1487,,,,ferclite,,3
713,1495,,,,auntn(i)al,,2
714,1500,,,,vecui(al),,1
716,1501,,,,alfni(al),mrs-alfnis,2
717,1513,,,,arnthialisa,,1
718,1516,,,,remznei(al) viliasa,,1
719,1517,,,,thania viliania(s),,1
720,1518,,,,v(e)l(ia) v(e)l(us),mr-veliaviliamr-velsmrs-marcnis,1
721,1520,,,,seianti(alisa),,1
722,1528,,,,thania tutnei(al),mr-thaniamrs-tutneismrs-pulfnis-daughters-husband,1
723,1528,,,,tetinasa,,2
724,1529,,,,tetinas lautni(al),,1
725,1532,,,,veliza,mr-little-vel,1
726,1532,,,,celmnei(al),,2
728,1536,,,,zuchn(i)al,,3
729,1537,,,,laristnei(al),mr-thanamrs-laristneismr-ravfes,1
735,1552,,,,turke,youdonatedto-the-goddess-,4
736,1555,,,,vanin(i)al,,2
737,1560,,,,th(an)a varnei(al) tetasa,,1
738,1562,,,,thania teti(al),,1
740,1568,,,,ufalesa,,3
742,1569,,,,atr(u)s,relatives,3
743,1569,,,,ativu,grandfather,4
745,1573,,,,thanusa,mrs-thanusa,1
746,1573,,,,toceronia,toceronia,2
747,1576,,,,vetn(i)al,,2
750,1580,,,,ancarialisa,,2
751,1582,,,,haerinna,mr-quintushaerinnamr-,1
752,1586,,,,tanvsa,mrs-tanusa,3
755,1588,,,,murinei(al),,2
760,1599,,,,a(rn)th(us),,2
761,1600,,,,laucin(i)al,,2
762,1603,,,,velcial,mrs-velcis,2
764,1607,,,,pupainai(al),,2
766,1610,,,,varnei(al),,1
767,1612,,,,ar(nthus),,2
768,1616,,,,riti,,1
769,1617,,,,--vetna,mr-larthvetnrana,1
770,1617,,,,----arniena,mrs-alfismr-arnths,2
771,1617,,,,vetna,mr-vetna,5
774,1624,,,,pe(tru) v(elu)z,,4
777,1627,,,,balbillae,to-mrs-fanniabalbilla,3
778,1628,,,,regv(la),mr-luciusplotiusregulamraulusssonof-the-arniensistribe,2
779,1629,,,,l(ar)th(us){----------},,2
780,1630,,,,l(ar)th ferinie a(rn)th(us),,1
784,1639,,,,l(a)r(is) pu(rnial),,2
785,1641,,,,svenias,,2
788,1649,,,,nunias,mr-nunias,2
789,1649,,,,clute(sa),,3
790,1650,,,,aclini(e)s,ms-avlimr-acliniesslavegirl,1A
791,1650,,,,sepiasa,,1B
792,1655,,,,athnu(sa),,1B
793,1658,,,,athnu(sa),,2
794,1665,,,,aluni(ial),,1
798,1674,,,,alfiae,,1
799,1675,,,,achlesa,,2
801,1688,,,,anainai,of-ms-anaina,1
802,1692,,,,ancari(alisa),,1
804,1697,,,,faltuni(e)s,mrs-ancaris,2
805,1702,,,,larcan(i)al,,2
806,1705,,,,l(ar)th larce(s),,1
808,1709,,,,larthi felzumnati(al) aniesa,,1
809,1710,,,,arnth anie carcu(s) anies(a),,1
810,1714,,,,serturn(i)al,,1
816,1736,,,,arnth(i)alisa,mrs-arnthis-sons-wife,2
817,1739,,,,atain(i)al,,1
818,1740,,,,v(e)l(ia) thans(i)es,,1
819,1744,,,,auriasa,,2
820,1747,,,,veliza,mr-little-vel,2
822,1754,,,,v(e)l(ia) arntni(al) clanti(alisa) arntn(i)al(isasa),,1
823,1759,,,,arntni(al),,1
824,1767,,,,l(ar)th arntni(alisa),,1
825,1770,,,,larthi artnei(alisa) seiatial,mrs-larthimrs-artneisdaughters-husbandmrs-seiatis,1B
828,1777,,,,saein(i)al,,2
829,1780,,,,restumn(i)al(isasa),,3
830,1781,,,,atainei,,1
831,1784,,,,velus(a),,1B
835,1795,,,,arnziu(sa),mr-little-arnth,3
836,1795,,,,frauni(e)s(a),fraunies-daughters-husband,4
843,1808,,,,afuna,,1
844,1813,,,,afun{ }ei(al),,1
847,1826,,,,v(e)l(ia) pethn(i)al,,1
848,1830,,,,th(an)a sininei(alisa),mr-thanamrs-vaineismrs-sinineis-daughtershusband,1
850,1846,,,,arnth(i)al vipin(i)alisa,,1
852,1850,,,,arnth(us) arnth(i)al,,1
854,1858,,,,l(vc(i)i) l(vc(i)i),,1
855,1860,,,,c(a(i)i),primigenea,2
858,1875,,,,pi{}stia(s),,3
859,1886,,,,thania urinatesa,,1
860,1887,,,,th(an)a canznasa,,1
861,1888,,,,v(e)l(ia) canzna,,1
864,1897,,,,veti(e)sa,,1
866,1900,,,,fulunias(a),,1
870,1908,,,,carcunia(s),,1
871,1909,,,,plautr(i)al,mr-vels-daughters-husband,6
872,1910,,,,thanas,of-mr-thana,1
876,1918,,,,a(rn)th pecesa,,1
877,1919,,,,l(ar)th peche(s),,1
878,1920,,,,peche(s) trepin(i)al,,1
879,1923,,,,pumpnei(alisa),mr-pumpneias-daughtershusband,2
880,1923,,,,tecumn(i)al(isasa),,3
881,1924,,,,arnth pestiu(s),,1
